V1,V2,V3,start,duration,V6,V7,tier,V9,V10,end,id,source
SPEAKER,MPILab_0001_252696_01_S_Audio,1,103.111,1.021,<NA>,<NA>,KCHI,<NA>,<NA>,104.132,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,103.781,0.324,<NA>,<NA>,CHI,<NA>,<NA>,104.105,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,105.712,6.524,<NA>,<NA>,SPEECH,<NA>,<NA>,112.236,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,105.852,0.373,<NA>,<NA>,FEM,<NA>,<NA>,106.22500000000001,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,105.862,1.112,<NA>,<NA>,CHI,<NA>,<NA>,106.97399999999999,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,106.37,2.622,<NA>,<NA>,KCHI,<NA>,<NA>,108.992,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,106.718,0.138,<NA>,<NA>,MAL,<NA>,<NA>,106.85600000000001,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,108.359,1.652,<NA>,<NA>,FEM,<NA>,<NA>,110.011,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,108.493,2.096,<NA>,<NA>,CHI,<NA>,<NA>,110.589,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,109.696,0.26,<NA>,<NA>,MAL,<NA>,<NA>,109.956,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,110.147,0.344,<NA>,<NA>,FEM,<NA>,<NA>,110.491,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,110.469,2.519,<NA>,<NA>,MAL,<NA>,<NA>,112.988,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,112.85,3.147,<NA>,<NA>,SPEECH,<NA>,<NA>,115.997,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,112.992,0.521,<NA>,<NA>,FEM,<NA>,<NA>,113.513,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,113.086,0.667,<NA>,<NA>,KCHI,<NA>,<NA>,113.753,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,113.992,0.147,<NA>,<NA>,CHI,<NA>,<NA>,114.13900000000001,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,115.45,0.525,<NA>,<NA>,KCHI,<NA>,<NA>,115.97500000000001,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,116.532,6.937,<NA>,<NA>,SPEECH,<NA>,<NA>,123.469,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,116.562,0.542,<NA>,<NA>,FEM,<NA>,<NA>,117.104,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,116.655,5.113,<NA>,<NA>,KCHI,<NA>,<NA>,121.768,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,118.383,1.313,<NA>,<NA>,CHI,<NA>,<NA>,119.696,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,121.515,0.788,<NA>,<NA>,FEM,<NA>,<NA>,122.303,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,122.529,0.138,<NA>,<NA>,FEM,<NA>,<NA>,122.667,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,122.85,0.631,<NA>,<NA>,KCHI,<NA>,<NA>,123.481,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,124.153,10.37,<NA>,<NA>,SPEECH,<NA>,<NA>,134.523,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,124.229,1.61,<NA>,<NA>,FEM,<NA>,<NA>,125.839,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,124.357,0.945,<NA>,<NA>,KCHI,<NA>,<NA>,125.30199999999999,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,125.445,0.331,<NA>,<NA>,KCHI,<NA>,<NA>,125.776,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,126.08,3.397,<NA>,<NA>,FEM,<NA>,<NA>,129.477,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,126.89,0.707,<NA>,<NA>,MAL,<NA>,<NA>,127.597,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,128.655,0.471,<NA>,<NA>,MAL,<NA>,<NA>,129.126,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,129.581,2.411,<NA>,<NA>,FEM,<NA>,<NA>,131.992,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,131.51,0.181,<NA>,<NA>,CHI,<NA>,<NA>,131.691,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,131.61,1.397,<NA>,<NA>,KCHI,<NA>,<NA>,133.007,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,132.376,0.879,<NA>,<NA>,FEM,<NA>,<NA>,133.255,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,133.059,1.234,<NA>,<NA>,CHI,<NA>,<NA>,134.293,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,134.168,0.255,<NA>,<NA>,MAL,<NA>,<NA>,134.423,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,134.725,8.728,<NA>,<NA>,SPEECH,<NA>,<NA>,143.453,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,134.799,8.611,<NA>,<NA>,FEM,<NA>,<NA>,143.41,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,139.011,0.565,<NA>,<NA>,KCHI,<NA>,<NA>,139.576,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,142.474,0.599,<NA>,<NA>,KCHI,<NA>,<NA>,143.07299999999998,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,143.854,0.648,<NA>,<NA>,SPEECH,<NA>,<NA>,144.502,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,143.89,0.569,<NA>,<NA>,KCHI,<NA>,<NA>,144.45899999999997,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,144.094,0.208,<NA>,<NA>,FEM,<NA>,<NA>,144.302,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,146.455,4.166,<NA>,<NA>,SPEECH,<NA>,<NA>,150.621,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,146.49,1.709,<NA>,<NA>,KCHI,<NA>,<NA>,148.199,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,147.881,0.309,<NA>,<NA>,CHI,<NA>,<NA>,148.19,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,148.255,1.392,<NA>,<NA>,FEM,<NA>,<NA>,149.647,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,148.325,0.621,<NA>,<NA>,CHI,<NA>,<NA>,148.946,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,148.6,0.228,<NA>,<NA>,KCHI,<NA>,<NA>,148.828,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,149.008,0.351,<NA>,<NA>,KCHI,<NA>,<NA>,149.359,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,149.492,0.282,<NA>,<NA>,KCHI,<NA>,<NA>,149.774,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,149.992,0.602,<NA>,<NA>,FEM,<NA>,<NA>,150.594,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,150.893,2.688,<NA>,<NA>,SPEECH,<NA>,<NA>,153.581,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,150.895,2.241,<NA>,<NA>,KCHI,<NA>,<NA>,153.13600000000002,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,152.278,1.304,<NA>,<NA>,FEM,<NA>,<NA>,153.582,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,156.121,1.89,<NA>,<NA>,KCHI,<NA>,<NA>,158.011,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,156.139,10.052,<NA>,<NA>,SPEECH,<NA>,<NA>,166.191,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,157.65,2.342,<NA>,<NA>,FEM,<NA>,<NA>,159.99200000000002,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,159.578,0.933,<NA>,<NA>,MAL,<NA>,<NA>,160.511,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,160.097,0.223,<NA>,<NA>,FEM,<NA>,<NA>,160.32000000000002,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,160.826,1.279,<NA>,<NA>,KCHI,<NA>,<NA>,162.105,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,162.051,0.442,<NA>,<NA>,FEM,<NA>,<NA>,162.493,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,162.596,0.964,<NA>,<NA>,FEM,<NA>,<NA>,163.56,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,163.541,0.418,<NA>,<NA>,KCHI,<NA>,<NA>,163.959,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,164.022,2.141,<NA>,<NA>,FEM,<NA>,<NA>,166.16299999999998,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,166.647,1.105,<NA>,<NA>,SPEECH,<NA>,<NA>,167.75199999999998,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,166.681,0.602,<NA>,<NA>,FEM,<NA>,<NA>,167.28300000000002,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,167.962,2.53,<NA>,<NA>,SPEECH,<NA>,<NA>,170.492,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,167.992,0.923,<NA>,<NA>,FEM,<NA>,<NA>,168.915,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,168.257,1.863,<NA>,<NA>,KCHI,<NA>,<NA>,170.12,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,168.991,0.11,<NA>,<NA>,CHI,<NA>,<NA>,169.10100000000003,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,173.775,3.723,<NA>,<NA>,SPEECH,<NA>,<NA>,177.49800000000002,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,173.789,3.702,<NA>,<NA>,FEM,<NA>,<NA>,177.49099999999999,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,179.153,4.818,<NA>,<NA>,SPEECH,<NA>,<NA>,183.971,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,179.174,2.999,<NA>,<NA>,KCHI,<NA>,<NA>,182.173,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,183.011,0.462,<NA>,<NA>,FEM,<NA>,<NA>,183.47299999999998,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,185.603,2.8,<NA>,<NA>,SPEECH,<NA>,<NA>,188.40300000000002,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,185.662,2.725,<NA>,<NA>,KCHI,<NA>,<NA>,188.387,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,189.511,1.48,<NA>,<NA>,SPEECH,<NA>,<NA>,190.99099999999999,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,189.542,0.95,<NA>,<NA>,FEM,<NA>,<NA>,190.492,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,189.992,0.533,<NA>,<NA>,CHI,<NA>,<NA>,190.52499999999998,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,192.048,2.173,<NA>,<NA>,SPEECH,<NA>,<NA>,194.221,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,192.075,0.685,<NA>,<NA>,KCHI,<NA>,<NA>,192.76,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,192.49,1.693,<NA>,<NA>,FEM,<NA>,<NA>,194.18300000000002,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,194.419,1.301,<NA>,<NA>,SPEECH,<NA>,<NA>,195.72,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,194.484,1.223,<NA>,<NA>,KCHI,<NA>,<NA>,195.70700000000002,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,196.879,6.453,<NA>,<NA>,SPEECH,<NA>,<NA>,203.332,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,196.901,4.111,<NA>,<NA>,FEM,<NA>,<NA>,201.012,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,200.016,1.59,<NA>,<NA>,KCHI,<NA>,<NA>,201.606,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,200.637,0.899,<NA>,<NA>,CHI,<NA>,<NA>,201.536,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,201.602,1.728,<NA>,<NA>,FEM,<NA>,<NA>,203.33,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,203.744,2.297,<NA>,<NA>,SPEECH,<NA>,<NA>,206.041,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,203.769,2.243,<NA>,<NA>,FEM,<NA>,<NA>,206.012,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,206.511,2.722,<NA>,<NA>,SPEECH,<NA>,<NA>,209.233,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,206.582,0.471,<NA>,<NA>,KCHI,<NA>,<NA>,207.053,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,206.702,2.53,<NA>,<NA>,FEM,<NA>,<NA>,209.232,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,209.388,1.826,<NA>,<NA>,FEM,<NA>,<NA>,211.214,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,209.393,1.934,<NA>,<NA>,SPEECH,<NA>,<NA>,211.327,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,211.697,1.796,<NA>,<NA>,FEM,<NA>,<NA>,213.493,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,211.7,3.601,<NA>,<NA>,SPEECH,<NA>,<NA>,215.301,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,213.449,0.543,<NA>,<NA>,KCHI,<NA>,<NA>,213.99200000000002,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,213.695,0.407,<NA>,<NA>,CHI,<NA>,<NA>,214.102,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,214.552,0.646,<NA>,<NA>,FEM,<NA>,<NA>,215.19799999999998,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,214.788,0.446,<NA>,<NA>,KCHI,<NA>,<NA>,215.234,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,215.867,1.482,<NA>,<NA>,SPEECH,<NA>,<NA>,217.349,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,215.992,1.357,<NA>,<NA>,KCHI,<NA>,<NA>,217.349,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,218.288,0.724,<NA>,<NA>,SPEECH,<NA>,<NA>,219.012,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,218.351,0.629,<NA>,<NA>,FEM,<NA>,<NA>,218.98,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,219.935,3.056,<NA>,<NA>,SPEECH,<NA>,<NA>,222.991,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,219.961,1.164,<NA>,<NA>,KCHI,<NA>,<NA>,221.125,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,220.858,2.126,<NA>,<NA>,FEM,<NA>,<NA>,222.984,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,222.063,0.143,<NA>,<NA>,MAL,<NA>,<NA>,222.206,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,223.405,4.109,<NA>,<NA>,SPEECH,<NA>,<NA>,227.514,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,223.455,0.557,<NA>,<NA>,FEM,<NA>,<NA>,224.012,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,223.493,1.779,<NA>,<NA>,KCHI,<NA>,<NA>,225.272,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,224.993,2.508,<NA>,<NA>,FEM,<NA>,<NA>,227.501,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,225.718,0.827,<NA>,<NA>,MAL,<NA>,<NA>,226.545,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,227.932,0.317,<NA>,<NA>,SPEECH,<NA>,<NA>,228.249,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,227.991,0.251,<NA>,<NA>,KCHI,<NA>,<NA>,228.24200000000002,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,228.542,0.469,<NA>,<NA>,FEM,<NA>,<NA>,229.011,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,228.545,0.467,<NA>,<NA>,SPEECH,<NA>,<NA>,229.012,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,230.288,1.149,<NA>,<NA>,SPEECH,<NA>,<NA>,231.437,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,230.357,1.051,<NA>,<NA>,FEM,<NA>,<NA>,231.408,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,231.95,7.106,<NA>,<NA>,SPEECH,<NA>,<NA>,239.05599999999998,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,231.957,1.574,<NA>,<NA>,FEM,<NA>,<NA>,233.531,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,233.746,3.152,<NA>,<NA>,KCHI,<NA>,<NA>,236.898,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,234.87,1.072,<NA>,<NA>,FEM,<NA>,<NA>,235.942,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,236.387,0.913,<NA>,<NA>,FEM,<NA>,<NA>,237.3,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,237.293,0.483,<NA>,<NA>,KCHI,<NA>,<NA>,237.776,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,237.479,0.278,<NA>,<NA>,FEM,<NA>,<NA>,237.757,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,237.914,1.124,<NA>,<NA>,FEM,<NA>,<NA>,239.03799999999998,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,242.406,1.21,<NA>,<NA>,SPEECH,<NA>,<NA>,243.616,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,242.418,1.093,<NA>,<NA>,FEM,<NA>,<NA>,243.511,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,243.01,0.628,<NA>,<NA>,MAL,<NA>,<NA>,243.63799999999998,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,243.97,0.152,<NA>,<NA>,MAL,<NA>,<NA>,244.12199999999999,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,245.211,3.711,<NA>,<NA>,SPEECH,<NA>,<NA>,248.92200000000003,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,245.292,3.444,<NA>,<NA>,FEM,<NA>,<NA>,248.736,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,249.062,1.018,<NA>,<NA>,SPEECH,<NA>,<NA>,250.08,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,249.087,0.918,<NA>,<NA>,FEM,<NA>,<NA>,250.005,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,250.244,3.356,<NA>,<NA>,SPEECH,<NA>,<NA>,253.6,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,250.484,2.526,<NA>,<NA>,FEM,<NA>,<NA>,253.01000000000002,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,252.509,1.07,<NA>,<NA>,KCHI,<NA>,<NA>,253.57899999999998,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,253.93,1.531,<NA>,<NA>,SPEECH,<NA>,<NA>,255.461,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,254.011,1.343,<NA>,<NA>,FEM,<NA>,<NA>,255.35399999999998,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,254.087,0.332,<NA>,<NA>,KCHI,<NA>,<NA>,254.41899999999998,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,255.601,0.284,<NA>,<NA>,SPEECH,<NA>,<NA>,255.885,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,257.229,2.526,<NA>,<NA>,SPEECH,<NA>,<NA>,259.755,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,257.236,2.487,<NA>,<NA>,FEM,<NA>,<NA>,259.723,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,261.367,1.126,<NA>,<NA>,SPEECH,<NA>,<NA>,262.493,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,261.492,0.955,<NA>,<NA>,FEM,<NA>,<NA>,262.447,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,268.736,1.876,<NA>,<NA>,SPEECH,<NA>,<NA>,270.61199999999997,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,268.79,0.55,<NA>,<NA>,KCHI,<NA>,<NA>,269.34000000000003,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,269.264,1.357,<NA>,<NA>,FEM,<NA>,<NA>,270.62100000000004,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,272.005,0.138,<NA>,<NA>,SPEECH,<NA>,<NA>,272.143,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,285.164,0.847,<NA>,<NA>,SPEECH,<NA>,<NA>,286.01099999999997,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,285.299,0.515,<NA>,<NA>,KCHI,<NA>,<NA>,285.81399999999996,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,285.449,0.169,<NA>,<NA>,CHI,<NA>,<NA>,285.618,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,298.304,1.188,<NA>,<NA>,SPEECH,<NA>,<NA>,299.49199999999996,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,298.333,1.159,<NA>,<NA>,FEM,<NA>,<NA>,299.492,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,300.281,2.513,<NA>,<NA>,SPEECH,<NA>,<NA>,302.794,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,300.331,1.853,<NA>,<NA>,FEM,<NA>,<NA>,302.184,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,300.864,0.137,<NA>,<NA>,KCHI,<NA>,<NA>,301.001,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,301.138,0.354,<NA>,<NA>,KCHI,<NA>,<NA>,301.49199999999996,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,302.511,0.262,<NA>,<NA>,FEM,<NA>,<NA>,302.773,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,303.434,2.916,<NA>,<NA>,SPEECH,<NA>,<NA>,306.35,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,303.504,2.798,<NA>,<NA>,FEM,<NA>,<NA>,306.302,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,303.991,1.286,<NA>,<NA>,CHI,<NA>,<NA>,305.277,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,308.74,12.835,<NA>,<NA>,SPEECH,<NA>,<NA>,321.575,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,308.991,4.497,<NA>,<NA>,KCHI,<NA>,<NA>,313.488,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,312.145,3.611,<NA>,<NA>,FEM,<NA>,<NA>,315.756,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,313.102,0.191,<NA>,<NA>,CHI,<NA>,<NA>,313.29299999999995,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,315.05,0.152,<NA>,<NA>,CHI,<NA>,<NA>,315.202,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,315.983,1.612,<NA>,<NA>,KCHI,<NA>,<NA>,317.595,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,317.096,0.726,<NA>,<NA>,FEM,<NA>,<NA>,317.822,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,317.513,0.457,<NA>,<NA>,MAL,<NA>,<NA>,317.96999999999997,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,318.011,0.386,<NA>,<NA>,FEM,<NA>,<NA>,318.39700000000005,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,318.551,1.595,<NA>,<NA>,FEM,<NA>,<NA>,320.146,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,320.09,1.448,<NA>,<NA>,KCHI,<NA>,<NA>,321.53799999999995,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,320.735,0.365,<NA>,<NA>,CHI,<NA>,<NA>,321.1,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,321.168,0.152,<NA>,<NA>,FEM,<NA>,<NA>,321.32,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,321.298,0.213,<NA>,<NA>,CHI,<NA>,<NA>,321.511,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,322.233,1.286,<NA>,<NA>,FEM,<NA>,<NA>,323.519,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,322.24,6.048,<NA>,<NA>,SPEECH,<NA>,<NA>,328.288,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,323.031,0.795,<NA>,<NA>,CHI,<NA>,<NA>,323.826,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,323.511,0.294,<NA>,<NA>,KCHI,<NA>,<NA>,323.805,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,323.992,0.27,<NA>,<NA>,KCHI,<NA>,<NA>,324.262,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,324.363,1.105,<NA>,<NA>,FEM,<NA>,<NA>,325.468,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,325.492,1.519,<NA>,<NA>,KCHI,<NA>,<NA>,327.011,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,326.379,1.905,<NA>,<NA>,FEM,<NA>,<NA>,328.284,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,326.464,0.103,<NA>,<NA>,CHI,<NA>,<NA>,326.567,252696,Audio
SPEAKER,MPILab_0001_252696_01_S_Audio,1,326.747,0.398,<NA>,<NA>,CHI,<NA>,<NA>,327.14500000000004,252696,Audio
