V1,V2,V3,start,duration,V6,V7,tier,V9,V10,end,id,source
SPEAKER,MPILab_0001_255535_02_P_Video,1,1196.959,1.298,<NA>,<NA>,FEM,<NA>,<NA>,1198.257,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1196.967,5.508,<NA>,<NA>,SPEECH,<NA>,<NA>,1202.4750000000001,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1197.661,1.747,<NA>,<NA>,CHI,<NA>,<NA>,1199.4080000000001,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1198.042,1.426,<NA>,<NA>,KCHI,<NA>,<NA>,1199.4679999999998,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1199.467,0.545,<NA>,<NA>,FEM,<NA>,<NA>,1200.0120000000002,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1200.039,2.408,<NA>,<NA>,KCHI,<NA>,<NA>,1202.447,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1200.045,2.374,<NA>,<NA>,CHI,<NA>,<NA>,1202.419,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1202.683,0.366,<NA>,<NA>,FEM,<NA>,<NA>,1203.049,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1202.69,0.356,<NA>,<NA>,SPEECH,<NA>,<NA>,1203.046,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1207.535,0.754,<NA>,<NA>,SPEECH,<NA>,<NA>,1208.289,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1207.587,0.491,<NA>,<NA>,FEM,<NA>,<NA>,1208.078,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1207.788,0.439,<NA>,<NA>,KCHI,<NA>,<NA>,1208.227,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1208.523,0.285,<NA>,<NA>,SPEECH,<NA>,<NA>,1208.808,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1208.542,0.255,<NA>,<NA>,FEM,<NA>,<NA>,1208.797,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1215.937,0.479,<NA>,<NA>,SPEECH,<NA>,<NA>,1216.416,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1215.948,0.464,<NA>,<NA>,KCHI,<NA>,<NA>,1216.412,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1220.203,3.01,<NA>,<NA>,SPEECH,<NA>,<NA>,1223.213,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1220.419,0.807,<NA>,<NA>,KCHI,<NA>,<NA>,1221.226,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1221.492,1.738,<NA>,<NA>,FEM,<NA>,<NA>,1223.23,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1224.761,0.891,<NA>,<NA>,SPEECH,<NA>,<NA>,1225.652,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1224.769,0.83,<NA>,<NA>,KCHI,<NA>,<NA>,1225.599,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1228.498,1.09,<NA>,<NA>,SPEECH,<NA>,<NA>,1229.588,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1228.502,1.009,<NA>,<NA>,FEM,<NA>,<NA>,1229.511,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1231.565,1.806,<NA>,<NA>,FEM,<NA>,<NA>,1233.371,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1231.575,1.834,<NA>,<NA>,SPEECH,<NA>,<NA>,1233.409,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1233.959,3.928,<NA>,<NA>,FEM,<NA>,<NA>,1237.8870000000002,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1233.973,4.02,<NA>,<NA>,SPEECH,<NA>,<NA>,1237.993,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1238.411,2.464,<NA>,<NA>,SPEECH,<NA>,<NA>,1240.875,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1238.45,2.452,<NA>,<NA>,FEM,<NA>,<NA>,1240.902,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1242.729,2.543,<NA>,<NA>,FEM,<NA>,<NA>,1245.272,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1242.739,2.504,<NA>,<NA>,SPEECH,<NA>,<NA>,1245.243,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1248.011,2.982,<NA>,<NA>,SPEECH,<NA>,<NA>,1250.993,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1248.035,0.305,<NA>,<NA>,FEM,<NA>,<NA>,1248.3400000000001,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1248.492,2.504,<NA>,<NA>,FEM,<NA>,<NA>,1250.9959999999999,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1251.676,2.221,<NA>,<NA>,SPEECH,<NA>,<NA>,1253.897,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1251.708,2.184,<NA>,<NA>,FEM,<NA>,<NA>,1253.892,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1261.518,3.993,<NA>,<NA>,FEM,<NA>,<NA>,1265.511,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1261.519,3.993,<NA>,<NA>,SPEECH,<NA>,<NA>,1265.512,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1267.846,0.878,<NA>,<NA>,SPEECH,<NA>,<NA>,1268.724,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1267.854,0.744,<NA>,<NA>,FEM,<NA>,<NA>,1268.598,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1269.668,2.094,<NA>,<NA>,SPEECH,<NA>,<NA>,1271.762,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1269.709,1.887,<NA>,<NA>,FEM,<NA>,<NA>,1271.596,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1272.422,0.79,<NA>,<NA>,SPEECH,<NA>,<NA>,1273.212,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1272.446,0.557,<NA>,<NA>,FEM,<NA>,<NA>,1273.003,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1275.222,1.608,<NA>,<NA>,FEM,<NA>,<NA>,1276.83,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1275.225,1.59,<NA>,<NA>,SPEECH,<NA>,<NA>,1276.8149999999998,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1277.13,2.816,<NA>,<NA>,SPEECH,<NA>,<NA>,1279.9460000000001,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1277.216,0.408,<NA>,<NA>,FEM,<NA>,<NA>,1277.6239999999998,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1277.5,0.208,<NA>,<NA>,CHI,<NA>,<NA>,1277.708,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1277.623,0.253,<NA>,<NA>,KCHI,<NA>,<NA>,1277.876,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1277.87,0.236,<NA>,<NA>,FEM,<NA>,<NA>,1278.106,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1277.924,0.471,<NA>,<NA>,CHI,<NA>,<NA>,1278.395,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1278.05,0.128,<NA>,<NA>,KCHI,<NA>,<NA>,1278.1779999999999,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1278.806,1.093,<NA>,<NA>,FEM,<NA>,<NA>,1279.8990000000001,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1282.492,1.402,<NA>,<NA>,FEM,<NA>,<NA>,1283.894,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1282.497,1.372,<NA>,<NA>,SPEECH,<NA>,<NA>,1283.8690000000001,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1291.056,0.329,<NA>,<NA>,SPEECH,<NA>,<NA>,1291.385,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1291.83,2.125,<NA>,<NA>,FEM,<NA>,<NA>,1293.955,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1291.834,2.125,<NA>,<NA>,SPEECH,<NA>,<NA>,1293.959,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1317.932,0.697,<NA>,<NA>,SPEECH,<NA>,<NA>,1318.629,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1317.985,0.526,<NA>,<NA>,FEM,<NA>,<NA>,1318.511,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1319.316,1.682,<NA>,<NA>,FEM,<NA>,<NA>,1320.998,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1319.316,1.688,<NA>,<NA>,SPEECH,<NA>,<NA>,1321.0040000000001,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1323.24,0.454,<NA>,<NA>,SPEECH,<NA>,<NA>,1323.694,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1323.243,0.277,<NA>,<NA>,FEM,<NA>,<NA>,1323.52,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1323.805,1.207,<NA>,<NA>,SPEECH,<NA>,<NA>,1325.0120000000002,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1323.822,1.19,<NA>,<NA>,FEM,<NA>,<NA>,1325.012,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1325.258,1.038,<NA>,<NA>,FEM,<NA>,<NA>,1326.296,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1325.285,1.016,<NA>,<NA>,SPEECH,<NA>,<NA>,1326.3010000000002,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1329.082,1.109,<NA>,<NA>,SPEECH,<NA>,<NA>,1330.191,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1329.094,0.16,<NA>,<NA>,FEM,<NA>,<NA>,1329.2540000000001,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1329.413,0.759,<NA>,<NA>,FEM,<NA>,<NA>,1330.172,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1339.511,5,<NA>,<NA>,FEM,<NA>,<NA>,1344.511,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1339.514,4.997,<NA>,<NA>,SPEECH,<NA>,<NA>,1344.511,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1345.061,4.431,<NA>,<NA>,FEM,<NA>,<NA>,1349.492,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1345.084,4.423,<NA>,<NA>,SPEECH,<NA>,<NA>,1349.507,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1350.093,4.598,<NA>,<NA>,FEM,<NA>,<NA>,1354.691,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1350.1,4.543,<NA>,<NA>,SPEECH,<NA>,<NA>,1354.6429999999998,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1354.887,0.717,<NA>,<NA>,FEM,<NA>,<NA>,1355.604,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1354.914,0.687,<NA>,<NA>,SPEECH,<NA>,<NA>,1355.6009999999999,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1356.98,5.79,<NA>,<NA>,FEM,<NA>,<NA>,1362.77,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1356.988,5.763,<NA>,<NA>,SPEECH,<NA>,<NA>,1362.751,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1366.87,0.697,<NA>,<NA>,SPEECH,<NA>,<NA>,1367.5669999999998,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1366.873,0.662,<NA>,<NA>,FEM,<NA>,<NA>,1367.535,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1368.011,1.48,<NA>,<NA>,SPEECH,<NA>,<NA>,1369.491,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1368.547,0.942,<NA>,<NA>,FEM,<NA>,<NA>,1369.489,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1374.992,0.122,<NA>,<NA>,SPEECH,<NA>,<NA>,1375.114,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1379.511,0.339,<NA>,<NA>,SPEECH,<NA>,<NA>,1379.85,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1379.511,0.348,<NA>,<NA>,FEM,<NA>,<NA>,1379.859,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1399.083,4.909,<NA>,<NA>,SPEECH,<NA>,<NA>,1403.9920000000002,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1399.093,4.399,<NA>,<NA>,FEM,<NA>,<NA>,1403.492,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1404.493,4.794,<NA>,<NA>,SPEECH,<NA>,<NA>,1409.287,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1404.511,4.755,<NA>,<NA>,FEM,<NA>,<NA>,1409.266,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1409.432,2.558,<NA>,<NA>,FEM,<NA>,<NA>,1411.99,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1409.446,2.565,<NA>,<NA>,SPEECH,<NA>,<NA>,1412.011,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1416.383,0.128,<NA>,<NA>,FEM,<NA>,<NA>,1416.511,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1420.099,1.814,<NA>,<NA>,SPEECH,<NA>,<NA>,1421.913,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1420.099,1.822,<NA>,<NA>,FEM,<NA>,<NA>,1421.9209999999998,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1424.402,4.764,<NA>,<NA>,SPEECH,<NA>,<NA>,1429.166,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1424.409,4.833,<NA>,<NA>,FEM,<NA>,<NA>,1429.2420000000002,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1429.512,0.688,<NA>,<NA>,SPEECH,<NA>,<NA>,1430.2,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1429.512,0.697,<NA>,<NA>,FEM,<NA>,<NA>,1430.2089999999998,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1430.757,0.921,<NA>,<NA>,SPEECH,<NA>,<NA>,1431.678,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1430.757,0.96,<NA>,<NA>,FEM,<NA>,<NA>,1431.717,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1433.224,3.768,<NA>,<NA>,FEM,<NA>,<NA>,1436.992,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1433.244,4.29,<NA>,<NA>,SPEECH,<NA>,<NA>,1437.5339999999999,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1436.511,0.771,<NA>,<NA>,CHI,<NA>,<NA>,1437.282,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1437.645,4.865,<NA>,<NA>,SPEECH,<NA>,<NA>,1442.51,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1437.666,4.663,<NA>,<NA>,FEM,<NA>,<NA>,1442.329,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1443.803,0.397,<NA>,<NA>,SPEECH,<NA>,<NA>,1444.2,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1443.945,0.197,<NA>,<NA>,FEM,<NA>,<NA>,1444.1419999999998,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1444.942,2.55,<NA>,<NA>,FEM,<NA>,<NA>,1447.492,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1444.956,2.464,<NA>,<NA>,SPEECH,<NA>,<NA>,1447.4199999999998,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1449.449,0.957,<NA>,<NA>,FEM,<NA>,<NA>,1450.4060000000002,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1449.492,0.775,<NA>,<NA>,SPEECH,<NA>,<NA>,1450.267,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1462.982,3.836,<NA>,<NA>,SPEECH,<NA>,<NA>,1466.818,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1462.992,3.5,<NA>,<NA>,FEM,<NA>,<NA>,1466.492,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1466.341,0.128,<NA>,<NA>,KCHI,<NA>,<NA>,1466.4689999999998,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1467.145,0.817,<NA>,<NA>,SPEECH,<NA>,<NA>,1467.962,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1467.17,0.751,<NA>,<NA>,KCHI,<NA>,<NA>,1467.921,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1468.511,2.455,<NA>,<NA>,SPEECH,<NA>,<NA>,1470.966,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1468.554,2.415,<NA>,<NA>,FEM,<NA>,<NA>,1470.969,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1471.52,3.844,<NA>,<NA>,SPEECH,<NA>,<NA>,1475.364,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1471.529,2.015,<NA>,<NA>,FEM,<NA>,<NA>,1473.544,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1473.971,1.387,<NA>,<NA>,FEM,<NA>,<NA>,1475.358,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1478.787,1.439,<NA>,<NA>,SPEECH,<NA>,<NA>,1480.226,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1478.8,1.446,<NA>,<NA>,FEM,<NA>,<NA>,1480.2459999999999,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1482.643,0.776,<NA>,<NA>,FEM,<NA>,<NA>,1483.419,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1482.648,2.477,<NA>,<NA>,SPEECH,<NA>,<NA>,1485.125,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1484.237,0.808,<NA>,<NA>,FEM,<NA>,<NA>,1485.045,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1485.494,1.149,<NA>,<NA>,SPEECH,<NA>,<NA>,1486.6429999999998,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1485.508,0.984,<NA>,<NA>,KCHI,<NA>,<NA>,1486.492,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1487.258,10.619,<NA>,<NA>,SPEECH,<NA>,<NA>,1497.877,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1487.393,0.148,<NA>,<NA>,FEM,<NA>,<NA>,1487.541,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1487.665,10.214,<NA>,<NA>,FEM,<NA>,<NA>,1497.879,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1498.453,2.764,<NA>,<NA>,FEM,<NA>,<NA>,1501.2169999999999,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1498.465,2.749,<NA>,<NA>,SPEECH,<NA>,<NA>,1501.214,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1514.015,1.892,<NA>,<NA>,SPEECH,<NA>,<NA>,1515.9070000000002,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1514.04,1.873,<NA>,<NA>,FEM,<NA>,<NA>,1515.913,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1517.646,2.018,<NA>,<NA>,FEM,<NA>,<NA>,1519.664,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1517.65,2.084,<NA>,<NA>,SPEECH,<NA>,<NA>,1519.7340000000002,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1520.81,1.694,<NA>,<NA>,SPEECH,<NA>,<NA>,1522.504,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1520.819,1.689,<NA>,<NA>,FEM,<NA>,<NA>,1522.508,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1523.067,0.321,<NA>,<NA>,SPEECH,<NA>,<NA>,1523.388,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1523.089,0.289,<NA>,<NA>,KCHI,<NA>,<NA>,1523.378,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1526.011,0.24,<NA>,<NA>,FEM,<NA>,<NA>,1526.251,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1537.091,1.925,<NA>,<NA>,FEM,<NA>,<NA>,1539.0159999999998,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1537.098,1.912,<NA>,<NA>,SPEECH,<NA>,<NA>,1539.01,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1539.812,2.592,<NA>,<NA>,SPEECH,<NA>,<NA>,1542.404,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1539.812,2.605,<NA>,<NA>,FEM,<NA>,<NA>,1542.417,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1543.506,0.135,<NA>,<NA>,FEM,<NA>,<NA>,1543.641,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1543.511,0.154,<NA>,<NA>,SPEECH,<NA>,<NA>,1543.665,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1545.215,0.987,<NA>,<NA>,FEM,<NA>,<NA>,1546.202,255535,Video
SPEAKER,MPILab_0001_255535_02_P_Video,1,1545.222,0.98,<NA>,<NA>,SPEECH,<NA>,<NA>,1546.202,255535,Video
SPEAKER,MPILab_0001_258107_01_S_Audio,1,0.01,0.744,<NA>,<NA>,SPEECH,<NA>,<NA>,0.754,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,0.01,0.749,<NA>,<NA>,FEM,<NA>,<NA>,0.759,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,4.502,1.048,<NA>,<NA>,FEM,<NA>,<NA>,5.55,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,4.506,1.048,<NA>,<NA>,SPEECH,<NA>,<NA>,5.554,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,10.221,1.266,<NA>,<NA>,FEM,<NA>,<NA>,11.487,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,10.221,1.284,<NA>,<NA>,SPEECH,<NA>,<NA>,11.505,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,12.059,1.716,<NA>,<NA>,SPEECH,<NA>,<NA>,13.774999999999999,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,12.061,1.699,<NA>,<NA>,FEM,<NA>,<NA>,13.76,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,14.492,2.403,<NA>,<NA>,SPEECH,<NA>,<NA>,16.895,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,14.511,2,<NA>,<NA>,FEM,<NA>,<NA>,16.511,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,15.491,1.353,<NA>,<NA>,CHI,<NA>,<NA>,16.844,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,18.355,2.673,<NA>,<NA>,SPEECH,<NA>,<NA>,21.028,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,18.404,2.607,<NA>,<NA>,FEM,<NA>,<NA>,21.011,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,21.826,1.166,<NA>,<NA>,FEM,<NA>,<NA>,22.992,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,21.828,1.164,<NA>,<NA>,SPEECH,<NA>,<NA>,22.992,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,23.569,1.809,<NA>,<NA>,FEM,<NA>,<NA>,25.378,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,23.585,1.936,<NA>,<NA>,SPEECH,<NA>,<NA>,25.521,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,26.482,2.897,<NA>,<NA>,SPEECH,<NA>,<NA>,29.378999999999998,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,26.492,2.887,<NA>,<NA>,FEM,<NA>,<NA>,29.379,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,30.397,0.624,<NA>,<NA>,SPEECH,<NA>,<NA>,31.020999999999997,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,30.426,0.586,<NA>,<NA>,FEM,<NA>,<NA>,31.011999999999997,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,31.146,0.483,<NA>,<NA>,SPEECH,<NA>,<NA>,31.629,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,33.505,1.986,<NA>,<NA>,SPEECH,<NA>,<NA>,35.491,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,33.51,1.925,<NA>,<NA>,FEM,<NA>,<NA>,35.434999999999995,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,38.917,0.93,<NA>,<NA>,SPEECH,<NA>,<NA>,39.847,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,38.948,0.877,<NA>,<NA>,FEM,<NA>,<NA>,39.825,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,41.016,0.975,<NA>,<NA>,SPEECH,<NA>,<NA>,41.991,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,41.035,0.96,<NA>,<NA>,FEM,<NA>,<NA>,41.995,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,44.417,5.09,<NA>,<NA>,SPEECH,<NA>,<NA>,49.507000000000005,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,44.437,5.074,<NA>,<NA>,FEM,<NA>,<NA>,49.510999999999996,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,49.881,8.002,<NA>,<NA>,FEM,<NA>,<NA>,57.883,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,49.891,13.719,<NA>,<NA>,SPEECH,<NA>,<NA>,63.61,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,57.265,1.369,<NA>,<NA>,CHI,<NA>,<NA>,58.634,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,58.011,3.713,<NA>,<NA>,FEM,<NA>,<NA>,61.724000000000004,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,61.992,0.44,<NA>,<NA>,CHI,<NA>,<NA>,62.431999999999995,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,63.762,6.73,<NA>,<NA>,SPEECH,<NA>,<NA>,70.492,258107,Audio
SPEAKER,MPILab_0001_258107_01_S_Audio,1,63.801,5.209,<NA>,<NA>,FEM,<NA>,<NA>,69.01,258107,Audio
