V1,V2,V3,start,duration,V6,V7,tier,V9,V10,end,id,source,run
SPEAKER,MPILab_0001_258640_01_S_Audio,1,0.01,9.133,<NA>,<NA>,SPEECH,<NA>,<NA>,9.142999999999999,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,0.511,2.006,<NA>,<NA>,FEM,<NA>,<NA>,2.517,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,1.51,2.501,<NA>,<NA>,CHI,<NA>,<NA>,4.011,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,3.491,1.2,<NA>,<NA>,KCHI,<NA>,<NA>,4.691,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,4.909,4.038,<NA>,<NA>,FEM,<NA>,<NA>,8.947,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,10.41,3.583,<NA>,<NA>,SPEECH,<NA>,<NA>,13.993,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,10.481,3.297,<NA>,<NA>,FEM,<NA>,<NA>,13.778,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,12.992,0.523,<NA>,<NA>,MAL,<NA>,<NA>,13.515,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,14.992,2.519,<NA>,<NA>,SPEECH,<NA>,<NA>,17.511000000000003,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,15.01,2.482,<NA>,<NA>,FEM,<NA>,<NA>,17.492,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,18.952,2.45,<NA>,<NA>,SPEECH,<NA>,<NA>,21.402,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,19.015,0.496,<NA>,<NA>,KCHI,<NA>,<NA>,19.511,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,19.518,1.895,<NA>,<NA>,FEM,<NA>,<NA>,21.413,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,21.511,2.103,<NA>,<NA>,SPEECH,<NA>,<NA>,23.614,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,21.56,1.86,<NA>,<NA>,FEM,<NA>,<NA>,23.419999999999998,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,21.619,1.239,<NA>,<NA>,MAL,<NA>,<NA>,22.858,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,23.802,2.477,<NA>,<NA>,SPEECH,<NA>,<NA>,26.279,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,23.843,2.322,<NA>,<NA>,FEM,<NA>,<NA>,26.165,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,29.492,3.392,<NA>,<NA>,SPEECH,<NA>,<NA>,32.884,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,29.762,3.117,<NA>,<NA>,FEM,<NA>,<NA>,32.879,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,33.492,2.271,<NA>,<NA>,SPEECH,<NA>,<NA>,35.763,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,33.532,2.184,<NA>,<NA>,FEM,<NA>,<NA>,35.715999999999994,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,36.42,37.041,<NA>,<NA>,SPEECH,<NA>,<NA>,73.461,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,36.43,3.849,<NA>,<NA>,FEM,<NA>,<NA>,40.278999999999996,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,40.102,1.409,<NA>,<NA>,MAL,<NA>,<NA>,41.510999999999996,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,40.635,1.266,<NA>,<NA>,FEM,<NA>,<NA>,41.900999999999996,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,41.494,0.499,<NA>,<NA>,KCHI,<NA>,<NA>,41.993,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,42.287,22.724,<NA>,<NA>,FEM,<NA>,<NA>,65.011,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,45.51,0.189,<NA>,<NA>,KCHI,<NA>,<NA>,45.699,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,60.121,1.704,<NA>,<NA>,MAL,<NA>,<NA>,61.825,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,65.73,2.153,<NA>,<NA>,FEM,<NA>,<NA>,67.88300000000001,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,67.579,0.201,<NA>,<NA>,CHI,<NA>,<NA>,67.77999999999999,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,67.942,0.886,<NA>,<NA>,CHI,<NA>,<NA>,68.82799999999999,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,67.993,0.422,<NA>,<NA>,KCHI,<NA>,<NA>,68.41499999999999,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,69,4.087,<NA>,<NA>,FEM,<NA>,<NA>,73.087,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,71.201,2.273,<NA>,<NA>,MAL,<NA>,<NA>,73.47399999999999,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,74.716,2.109,<NA>,<NA>,SPEECH,<NA>,<NA>,76.82499999999999,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,74.719,2,<NA>,<NA>,FEM,<NA>,<NA>,76.719,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,77.002,4.605,<NA>,<NA>,SPEECH,<NA>,<NA>,81.607,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,77.082,2.011,<NA>,<NA>,FEM,<NA>,<NA>,79.09299999999999,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,79.014,0.997,<NA>,<NA>,KCHI,<NA>,<NA>,80.011,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,80.011,1.583,<NA>,<NA>,FEM,<NA>,<NA>,81.594,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,85.901,3.594,<NA>,<NA>,SPEECH,<NA>,<NA>,89.49499999999999,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,86.356,0.155,<NA>,<NA>,KCHI,<NA>,<NA>,86.511,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,86.511,2.989,<NA>,<NA>,FEM,<NA>,<NA>,89.5,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,87.119,0.278,<NA>,<NA>,CHI,<NA>,<NA>,87.397,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,87.19,0.321,<NA>,<NA>,KCHI,<NA>,<NA>,87.511,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,87.573,0.508,<NA>,<NA>,CHI,<NA>,<NA>,88.08099999999999,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,89.713,10.618,<NA>,<NA>,SPEECH,<NA>,<NA>,100.33099999999999,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,89.724,1.713,<NA>,<NA>,KCHI,<NA>,<NA>,91.437,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,90.011,0.224,<NA>,<NA>,CHI,<NA>,<NA>,90.235,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,90.492,0.574,<NA>,<NA>,CHI,<NA>,<NA>,91.066,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,91.559,0.434,<NA>,<NA>,CHI,<NA>,<NA>,91.993,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,91.78,2.037,<NA>,<NA>,KCHI,<NA>,<NA>,93.81700000000001,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,93.763,1.308,<NA>,<NA>,FEM,<NA>,<NA>,95.07100000000001,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,94.578,0.434,<NA>,<NA>,KCHI,<NA>,<NA>,95.012,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,95.472,1.52,<NA>,<NA>,FEM,<NA>,<NA>,96.99199999999999,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,96.969,1.284,<NA>,<NA>,KCHI,<NA>,<NA>,98.253,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,97.151,0.105,<NA>,<NA>,CHI,<NA>,<NA>,97.256,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,97.369,0.835,<NA>,<NA>,CHI,<NA>,<NA>,98.204,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,98.511,1.731,<NA>,<NA>,KCHI,<NA>,<NA>,100.24199999999999,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,100.691,2.589,<NA>,<NA>,SPEECH,<NA>,<NA>,103.28,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,100.734,2.278,<NA>,<NA>,KCHI,<NA>,<NA>,103.012,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,102.72,0.488,<NA>,<NA>,FEM,<NA>,<NA>,103.208,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,103.884,1.066,<NA>,<NA>,SPEECH,<NA>,<NA>,104.95,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,103.928,0.879,<NA>,<NA>,FEM,<NA>,<NA>,104.807,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,104.512,0.11,<NA>,<NA>,MAL,<NA>,<NA>,104.622,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,105.31,9.72,<NA>,<NA>,SPEECH,<NA>,<NA>,115.03,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,105.332,3.12,<NA>,<NA>,KCHI,<NA>,<NA>,108.452,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,108.527,4.273,<NA>,<NA>,FEM,<NA>,<NA>,112.8,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,113.01,1.075,<NA>,<NA>,KCHI,<NA>,<NA>,114.08500000000001,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,114.006,0.997,<NA>,<NA>,FEM,<NA>,<NA>,115.003,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,115.541,0.521,<NA>,<NA>,SPEECH,<NA>,<NA>,116.062,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,116.438,6.488,<NA>,<NA>,SPEECH,<NA>,<NA>,122.926,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,116.461,1.531,<NA>,<NA>,FEM,<NA>,<NA>,117.992,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,117.511,1.012,<NA>,<NA>,KCHI,<NA>,<NA>,118.523,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,118.584,0.405,<NA>,<NA>,MAL,<NA>,<NA>,118.989,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,118.901,3.091,<NA>,<NA>,FEM,<NA>,<NA>,121.99199999999999,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,123.098,4.894,<NA>,<NA>,SPEECH,<NA>,<NA>,127.992,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,123.182,1.809,<NA>,<NA>,KCHI,<NA>,<NA>,124.991,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,125.548,2.26,<NA>,<NA>,FEM,<NA>,<NA>,127.808,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,128.366,2.644,<NA>,<NA>,SPEECH,<NA>,<NA>,131.01000000000002,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,128.439,2.572,<NA>,<NA>,FEM,<NA>,<NA>,131.011,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,134.011,1.06,<NA>,<NA>,CHI,<NA>,<NA>,135.071,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,134.011,1.095,<NA>,<NA>,SPEECH,<NA>,<NA>,135.106,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,135.574,2.67,<NA>,<NA>,SPEECH,<NA>,<NA>,138.244,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,135.621,2.619,<NA>,<NA>,FEM,<NA>,<NA>,138.24,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,138.491,6.591,<NA>,<NA>,SPEECH,<NA>,<NA>,145.08200000000002,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,138.581,0.439,<NA>,<NA>,FEM,<NA>,<NA>,139.01999999999998,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,139.04,4.546,<NA>,<NA>,KCHI,<NA>,<NA>,143.58599999999998,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,139.106,1.78,<NA>,<NA>,CHI,<NA>,<NA>,140.886,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,143.071,1.922,<NA>,<NA>,FEM,<NA>,<NA>,144.993,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,144.61,0.113,<NA>,<NA>,MAL,<NA>,<NA>,144.723,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,145.851,5.275,<NA>,<NA>,SPEECH,<NA>,<NA>,151.126,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,145.925,1.414,<NA>,<NA>,KCHI,<NA>,<NA>,147.339,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,146.991,4.053,<NA>,<NA>,FEM,<NA>,<NA>,151.044,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,151.3,3.603,<NA>,<NA>,SPEECH,<NA>,<NA>,154.90300000000002,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,151.332,3.485,<NA>,<NA>,KCHI,<NA>,<NA>,154.817,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,151.991,0.893,<NA>,<NA>,CHI,<NA>,<NA>,152.88400000000001,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,153.205,0.187,<NA>,<NA>,FEM,<NA>,<NA>,153.39200000000002,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,153.206,0.44,<NA>,<NA>,CHI,<NA>,<NA>,153.646,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,156.247,3.934,<NA>,<NA>,SPEECH,<NA>,<NA>,160.181,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,156.254,0.658,<NA>,<NA>,FEM,<NA>,<NA>,156.91199999999998,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,157.012,3.151,<NA>,<NA>,KCHI,<NA>,<NA>,160.163,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,158.475,1.536,<NA>,<NA>,FEM,<NA>,<NA>,160.011,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,160.375,3.969,<NA>,<NA>,FEM,<NA>,<NA>,164.344,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,160.378,3.959,<NA>,<NA>,SPEECH,<NA>,<NA>,164.337,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,161.787,0.148,<NA>,<NA>,CHI,<NA>,<NA>,161.935,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,162.057,0.137,<NA>,<NA>,CHI,<NA>,<NA>,162.194,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,164.994,1.222,<NA>,<NA>,SPEECH,<NA>,<NA>,166.216,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,165.009,1.151,<NA>,<NA>,FEM,<NA>,<NA>,166.16,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,167.94,1.379,<NA>,<NA>,SPEECH,<NA>,<NA>,169.319,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,168.011,0.116,<NA>,<NA>,FEM,<NA>,<NA>,168.127,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,168.267,0.96,<NA>,<NA>,FEM,<NA>,<NA>,169.227,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,170.102,3.912,<NA>,<NA>,SPEECH,<NA>,<NA>,174.014,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,170.127,1.961,<NA>,<NA>,CHI,<NA>,<NA>,172.08800000000002,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,170.173,1.942,<NA>,<NA>,KCHI,<NA>,<NA>,172.115,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,172.491,1.52,<NA>,<NA>,FEM,<NA>,<NA>,174.01100000000002,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,174.174,1.6,<NA>,<NA>,SPEECH,<NA>,<NA>,175.774,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,174.386,1.343,<NA>,<NA>,KCHI,<NA>,<NA>,175.72899999999998,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,175.915,0.636,<NA>,<NA>,SPEECH,<NA>,<NA>,176.551,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,175.919,0.623,<NA>,<NA>,FEM,<NA>,<NA>,176.542,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,177.01,3.355,<NA>,<NA>,FEM,<NA>,<NA>,180.36499999999998,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,177.01,3.355,<NA>,<NA>,SPEECH,<NA>,<NA>,180.36499999999998,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,181.005,2.322,<NA>,<NA>,SPEECH,<NA>,<NA>,183.327,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,181.013,0.852,<NA>,<NA>,FEM,<NA>,<NA>,181.865,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,181.924,1.087,<NA>,<NA>,KCHI,<NA>,<NA>,183.011,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,183.927,2.094,<NA>,<NA>,SPEECH,<NA>,<NA>,186.021,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,183.946,1.804,<NA>,<NA>,KCHI,<NA>,<NA>,185.75,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,186.173,1.838,<NA>,<NA>,SPEECH,<NA>,<NA>,188.011,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,186.179,1.76,<NA>,<NA>,FEM,<NA>,<NA>,187.939,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,190.114,1.404,<NA>,<NA>,SPEECH,<NA>,<NA>,191.518,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,190.23,1.239,<NA>,<NA>,FEM,<NA>,<NA>,191.469,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,192.512,1.453,<NA>,<NA>,SPEECH,<NA>,<NA>,193.965,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,192.574,0.945,<NA>,<NA>,MAL,<NA>,<NA>,193.519,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,193.453,0.353,<NA>,<NA>,FEM,<NA>,<NA>,193.806,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,193.625,0.165,<NA>,<NA>,MAL,<NA>,<NA>,193.79,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,194.354,2.332,<NA>,<NA>,SPEECH,<NA>,<NA>,196.686,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,194.408,2.255,<NA>,<NA>,KCHI,<NA>,<NA>,196.66299999999998,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,194.511,0.194,<NA>,<NA>,FEM,<NA>,<NA>,194.70499999999998,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,197.51,3.826,<NA>,<NA>,SPEECH,<NA>,<NA>,201.33599999999998,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,197.512,1.031,<NA>,<NA>,FEM,<NA>,<NA>,198.543,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,198.7,1.239,<NA>,<NA>,KCHI,<NA>,<NA>,199.939,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,200.208,0.224,<NA>,<NA>,KCHI,<NA>,<NA>,200.432,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,200.37,0.92,<NA>,<NA>,FEM,<NA>,<NA>,201.29,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,201.511,0.273,<NA>,<NA>,SPEECH,<NA>,<NA>,201.784,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,201.938,0.143,<NA>,<NA>,SPEECH,<NA>,<NA>,202.081,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,202.279,0.717,<NA>,<NA>,SPEECH,<NA>,<NA>,202.996,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,202.611,0.316,<NA>,<NA>,CHI,<NA>,<NA>,202.927,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,205.011,1.747,<NA>,<NA>,SPEECH,<NA>,<NA>,206.758,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,205.165,0.327,<NA>,<NA>,FEM,<NA>,<NA>,205.492,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,205.214,0.103,<NA>,<NA>,KCHI,<NA>,<NA>,205.317,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,205.516,1.217,<NA>,<NA>,KCHI,<NA>,<NA>,206.733,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,207.306,0.759,<NA>,<NA>,FEM,<NA>,<NA>,208.065,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,207.306,0.847,<NA>,<NA>,SPEECH,<NA>,<NA>,208.15300000000002,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,209,4.452,<NA>,<NA>,SPEECH,<NA>,<NA>,213.452,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,209.154,2.778,<NA>,<NA>,KCHI,<NA>,<NA>,211.932,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,209.461,0.532,<NA>,<NA>,CHI,<NA>,<NA>,209.99300000000002,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,211.989,1.461,<NA>,<NA>,FEM,<NA>,<NA>,213.45000000000002,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,214.623,7.111,<NA>,<NA>,SPEECH,<NA>,<NA>,221.73399999999998,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,214.631,4.661,<NA>,<NA>,FEM,<NA>,<NA>,219.292,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,219.011,1.909,<NA>,<NA>,CHI,<NA>,<NA>,220.92,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,219.073,1.208,<NA>,<NA>,KCHI,<NA>,<NA>,220.281,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,220.241,0.528,<NA>,<NA>,FEM,<NA>,<NA>,220.769,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,220.794,0.802,<NA>,<NA>,KCHI,<NA>,<NA>,221.596,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,221.862,2.44,<NA>,<NA>,SPEECH,<NA>,<NA>,224.302,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,221.982,0.267,<NA>,<NA>,KCHI,<NA>,<NA>,222.249,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,221.992,2.251,<NA>,<NA>,FEM,<NA>,<NA>,224.243,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,223.827,0.418,<NA>,<NA>,KCHI,<NA>,<NA>,224.245,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,224.481,1.632,<NA>,<NA>,SPEECH,<NA>,<NA>,226.113,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,224.49,1.016,<NA>,<NA>,FEM,<NA>,<NA>,225.506,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,225.151,0.921,<NA>,<NA>,KCHI,<NA>,<NA>,226.072,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,226.294,9.889,<NA>,<NA>,SPEECH,<NA>,<NA>,236.18300000000002,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,226.368,2.643,<NA>,<NA>,FEM,<NA>,<NA>,229.011,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,228.992,3.599,<NA>,<NA>,KCHI,<NA>,<NA>,232.59099999999998,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,232.639,3.535,<NA>,<NA>,FEM,<NA>,<NA>,236.174,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,236.496,0.874,<NA>,<NA>,SPEECH,<NA>,<NA>,237.37,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,236.512,0.866,<NA>,<NA>,KCHI,<NA>,<NA>,237.37800000000001,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,237.571,2.636,<NA>,<NA>,SPEECH,<NA>,<NA>,240.207,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,237.622,0.839,<NA>,<NA>,KCHI,<NA>,<NA>,238.461,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,237.624,1.532,<NA>,<NA>,FEM,<NA>,<NA>,239.156,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,238.938,1.173,<NA>,<NA>,CHI,<NA>,<NA>,240.111,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,239.22,0.8,<NA>,<NA>,KCHI,<NA>,<NA>,240.02,258640,Audio,run2
SPEAKER,MPILab_0001_258640_01_S_Audio,1,240.445,0.871,<NA>,<NA>,SPEECH,<NA>,<NA>,241.316,258640,Audio,run2
